start_time_iso,end_time_iso,model,type,price,amount
2026-08-15T07:00:00-05:00,2026-08-15T08:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,43786240
2026-08-15T07:00:00-05:00,2026-08-15T08:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,673965
2026-08-15T07:00:00-05:00,2026-08-15T08:00:00-05:00,deepseek-v4-flash,request_count,,1278
2026-08-15T07:00:00-05:00,2026-08-15T08:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,679773
2026-08-15T08:00:00-05:00,2026-08-15T09:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,88579328
2026-08-15T08:00:00-05:00,2026-08-15T09:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,1031612
2026-08-15T08:00:00-05:00,2026-08-15T09:00:00-05:00,deepseek-v4-flash,request_count,,2205
2026-08-15T08:00:00-05:00,2026-08-15T09:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,1041185
2026-08-15T10:00:00-05:00,2026-08-15T11:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,48865024
2026-08-15T10:00:00-05:00,2026-08-15T11:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,838518
2026-08-15T10:00:00-05:00,2026-08-15T11:00:00-05:00,deepseek-v4-flash,request_count,,1301
2026-08-15T10:00:00-05:00,2026-08-15T11:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,703384
2026-08-15T11:00:00-05:00,2026-08-15T12:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,102319872
2026-08-15T11:00:00-05:00,2026-08-15T12:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,1595803
2026-08-15T11:00:00-05:00,2026-08-15T12:00:00-05:00,deepseek-v4-flash,request_count,,3304
2026-08-15T11:00:00-05:00,2026-08-15T12:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,1714986
2026-08-15T12:00:00-05:00,2026-08-15T13:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,113439104
2026-08-15T12:00:00-05:00,2026-08-15T13:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,1562364
2026-08-15T12:00:00-05:00,2026-08-15T13:00:00-05:00,deepseek-v4-flash,request_count,,3283
2026-08-15T12:00:00-05:00,2026-08-15T13:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,1598089
2026-08-15T13:00:00-05:00,2026-08-15T14:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,122714880
2026-08-15T13:00:00-05:00,2026-08-15T14:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,1643518
2026-08-15T13:00:00-05:00,2026-08-15T14:00:00-05:00,deepseek-v4-flash,request_count,,3262
2026-08-15T13:00:00-05:00,2026-08-15T14:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,1656967
2026-08-15T14:00:00-05:00,2026-08-15T15:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,115428480
2026-08-15T14:00:00-05:00,2026-08-15T15:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,1549844
2026-08-15T14:00:00-05:00,2026-08-15T15:00:00-05:00,deepseek-v4-flash,request_count,,3428
2026-08-15T14:00:00-05:00,2026-08-15T15:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,1593694
2026-08-15T15:00:00-05:00,2026-08-15T16:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,106574592
2026-08-15T15:00:00-05:00,2026-08-15T16:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,1680935
2026-08-15T15:00:00-05:00,2026-08-15T16:00:00-05:00,deepseek-v4-flash,request_count,,3421
2026-08-15T15:00:00-05:00,2026-08-15T16:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,1656697
2026-08-15T16:00:00-05:00,2026-08-15T17:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,142905984
2026-08-15T16:00:00-05:00,2026-08-15T17:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,2144322
2026-08-15T16:00:00-05:00,2026-08-15T17:00:00-05:00,deepseek-v4-flash,request_count,,3707
2026-08-15T16:00:00-05:00,2026-08-15T17:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,1797809
2026-08-15T17:00:00-05:00,2026-08-15T18:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,123068800
2026-08-15T17:00:00-05:00,2026-08-15T18:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,1462417
2026-08-15T17:00:00-05:00,2026-08-15T18:00:00-05:00,deepseek-v4-flash,request_count,,3248
2026-08-15T17:00:00-05:00,2026-08-15T18:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,1668580
2026-08-15T18:00:00-05:00,2026-08-15T19:00:00-05:00,deepseek-v4-flash,input_cache_hit_tokens,0.0000000028,2303360
2026-08-15T18:00:00-05:00,2026-08-15T19:00:00-05:00,deepseek-v4-flash,input_cache_miss_tokens,0.00000014,10353
2026-08-15T18:00:00-05:00,2026-08-15T19:00:00-05:00,deepseek-v4-flash,request_count,,47
2026-08-15T18:00:00-05:00,2026-08-15T19:00:00-05:00,deepseek-v4-flash,output_tokens,0.00000028,34279
